Country,Order Date,Total Revenue
Botswana,06/12/1963,1350214.8
Azerbaijan,09/08/1973,458451.84
Israel,03/08/1953,1038487.84
Afghanistan,06/10/1989,333478.6
Croatia,13/02/1997,87496.74
Greece,27/01/1990,4233407.6
Senegal,20/04/1969,473608.32
Equatorial Guinea,03/08/1955,200419.52
Seychelles ,02/05/1977,14495.1
Norway,23/09/1989,1408570.58
Nicaragua,17/08/1974,578209.2
Zimbabwe,10/07/1983,2010923.2
Republic of the Congo,30/10/1975,828353.9
Mauritius ,19/10/1973,904462.9
Zimbabwe,04/05/1967,969081.33
Maldives,24/02/1972,1268963.3
Armenia,18/11/1957,60523.71
South Sudan,22/10/1982,505212.12
Taiwan,09/07/1967,5543750.73
Saint Kitts and Nevis ,07/10/1992,1614135.44
Papua New Guinea,13/02/1995,1175807.43
Indonesia,06/10/1972,32972.22
Saint Lucia,17/03/1951,1280482.5
Vanuatu,28/09/1967,1142252.1
Jordan,14/01/1994,3602528
Central African Republic,24/08/1981,3516399.6
Uganda,07/01/1965,499197.69
Barbados,13/01/1983,749382.37
Finland,17/08/1986,1256975.54
Albania,25/10/1968,4048034.55
Belgium,26/02/1980,4812441.9
Ethiopia,29/10/1963,1660650.95
Niger,13/11/1966,73287.15
Bahrain,08/12/1970,286300.19
Somalia,18/09/1976,119897.91
Federated States of Micronesia,09/09/1952,343418.46
Malaysia,11/08/1999,1154645.2
Guinea-Bissau,17/05/1999,415188.4
Thailand,05/03/1997,1277311.46
Costa Rica,24/07/1983,6165005.07
Portugal,01/04/1974,1206443.86
Ukraine,06/12/1957,6440786.26
Hungary,19/02/1993,150606.3
Indonesia,27/03/1986,307059.61
Lithuania,05/08/1981,1332938.88
Madagascar,03/07/1962,1088190.8
Iceland,23/08/1979,602880.81
Djibouti,09/05/1994,3933488.4
Czech Republic,13/01/1970,137407.6
Brunei,11/11/1984,3911191.2
Antigua and Barbuda ,06/06/1980,5448674.07
Malaysia,13/10/1951,210523.11
Guatemala,27/03/1964,3909005.2
Cuba,04/09/1953,889035.4
Belgium,31/01/1960,6216915.81
Romania,12/07/1952,2389733.52
Botswana,07/01/1972,82729.11
Uganda,08/12/1989,186383.6
India,15/07/1999,1043296.16
Croatia,19/01/1990,903946.48
Australia,04/02/1998,629234.24
Italy,13/02/1952,785751.84
Afghanistan,14/04/1995,2949075.51
India,03/08/1959,3811812.08
The Gambia,04/05/1981,3292566.29
Monaco,10/01/1966,578975.32
South Korea,21/01/2000,1006796.64
Brunei,18/12/1961,255328.45
Dominican Republic,15/01/1969,1097940.06
Norway,05/11/2000,137474.24
Bahrain,26/12/1952,4048034.8
Botswana,05/08/1955,373953.45
Namibia,10/10/1996,277283.6
Senegal,17/04/1988,139458.12
South Sudan,14/06/1968,2029230.5
Macedonia,30/11/1963,404226.55
South Africa,10/05/1970,437726.25
Japan,11/09/1999,280163.4
Guatemala,04/06/1956,300927.9
Saint Lucia,08/02/1999,536259.9
Turkmenistan,24/10/1986,275436
Macedonia,22/06/1974,647056.41
Ethiopia,18/02/1997,2675753.08
Guinea-Bissau,12/09/1970,596340.96
Brunei,08/01/1984,223625.28
Kosovo,19/02/1971,3936110.3
Democratic Republic of the Congo,28/06/1970,5453751.47
Kuwait,04/07/1954,489977.4
Australia,28/05/1964,3524455.98
Hungary,04/04/1965,251024.55
Australia,11/04/1997,849129.6
Denmark,29/06/1999,81105.69
Yemen,03/06/1966,5950756.98
The Gambia,14/08/1973,1131108.52
The Gambia,23/03/1970,3155272.4
Cuba,24/04/1991,4094442.45
Netherlands,16/10/1967,5065762.59
Palau,05/07/1978,222770.76
Panama,26/10/1992,1197928
France,11/08/1977,149955.3
South Sudan,29/07/1963,308946.95
Latvia,18/10/1999,898063.04
Palau,13/08/1953,56063.97
Japan,01/06/1964,3094064.4
New Zealand,15/01/1997,282431.2
Poland,12/05/1977,453315.18
Algeria,17/08/1986,191003.01
Laos,20/08/1978,1037202.64
Philippines,26/03/1954,51277.68
United States of America,14/11/1964,111137.76
Grenada,05/08/1994,2968839.93
Namibia,21/09/1952,1067754.84
Chad,29/07/1959,520947.02
Mongolia,22/04/1980,838177.6
Republic of the Congo,16/04/1984,50577.93
Equatorial Guinea,29/08/1970,182485.68
Iraq,11/02/1988,3756422.4
Romania,11/11/2000,1694968
Uganda,01/01/1962,427376.58
Kuwait,16/08/1981,18361.44
Kiribati,10/07/1957,4859980.23
Singapore,05/06/1983,1227048.36
Costa Rica,16/01/1998,490776.48
Haiti,28/12/1980,43169.91
Iceland,08/11/1971,5404391.79
Liechtenstein,20/05/1986,1554438.27
Turkmenistan,22/02/1995,1481134.56
Latvia,03/08/1966,922975.9
Uganda,15/04/1960,2706002.46
Guinea,25/03/1952,312648.05
Tonga,17/05/1970,312483.84
Marshall Islands,06/10/1957,1750710.24
East Timor,08/07/1996,777855.04
Grenada,11/07/1997,486947.34
Greenland,02/11/1998,697892.47
Botswana,06/04/1986,65813.82
Senegal,01/09/1981,2415742.14
Cyprus,30/07/1997,474769.57
Jordan,11/11/1991,384213.9
Solomon Islands,24/01/1971,18363.15
Nepal,04/09/1961,358152.6
Cyprus,02/04/1974,13556.49
Germany,23/06/1981,1482099.57
Andorra,01/11/1956,334310.2
Kazakhstan,14/05/1965,73697.67
Cambodia,14/10/1986,896423.84
Netherlands,07/10/1964,538934
Papua New Guinea,05/04/1969,5156371.32
Taiwan,15/12/1989,1396684.3
Mali,07/12/1999,12800.76
Senegal,13/02/1995,2098849.83
Portugal,06/06/1963,1020862
Republic of the Congo,19/10/1985,3538023.93
Singapore,13/11/1955,1600860.88
Vanuatu,21/07/1971,424351.45
Bahrain,24/03/1970,276255.1
Tunisia ,26/09/1983,354285.76
Bulgaria,07/07/1963,1265448.84
Andorra,15/11/1983,34763.3
San Marino,23/06/1993,20672.61
Thailand,30/03/1973,126488.82
Niger,05/03/1964,23446.29
Philippines,09/07/1960,1088963.46
Mali,21/12/1991,574921.44
Ethiopia,31/07/1973,166359.7
Maldives,05/08/1977,1958656
Sierra Leone,18/12/1965,63919.83
Belize,14/07/1997,1606928.4
United Kingdom,22/03/1969,2879399.2
Poland,15/09/1992,4122358.8
Vanuatu,08/05/1985,1951241.25
Azerbaijan,04/02/1971,5007347.11
Sao Tome and Principe,17/05/1991,821185.56
Greece,01/07/1972,218219.1
Sudan,11/05/1988,630545.6
Tuvalu,31/05/1993,5429025.48
Afghanistan,01/09/1974,48562.65
Oman,14/07/1954,4015549.02
Marshall Islands,16/08/1977,52238.67
Romania,02/11/1953,772919.02
Mauritius ,19/07/1965,890855.28
Macedonia,09/02/1990,49299.72
Costa Rica,18/12/1995,87935.25
Tuvalu,09/07/1965,165315.8
United Arab Emirates,05/03/1991,1003736.8
Hungary,28/08/1967,1348133.68
Israel,10/09/1977,121472
Samoa ,03/03/1994,5906838.53
Tanzania,09/10/1972,611001.96
Serbia,10/11/1966,1230960.16
Israel,18/03/1996,133739.13
Mozambique,22/02/1984,698736.32
Sri Lanka,18/02/1960,668141.46
Bahrain,16/02/1955,6002853.78
Samoa ,07/11/1969,3500660.4
Kiribati,07/12/1964,224927.6
Czech Republic,15/06/1951,874444.56
Mauritius ,03/02/1976,1596009.87
Papua New Guinea,11/05/1962,8816.85
Djibouti,04/04/1990,1021986.56
Federated States of Micronesia,10/04/1991,663999.6
Sao Tome and Principe,18/05/1967,1615416.81
Barbados,30/05/1976,677607.78
Guatemala,01/06/1993,2352136
Iceland,06/05/1993,1850477.2
Botswana,22/07/1962,3120152.63
Iran,31/03/1970,35537.97
Papua New Guinea,21/05/1991,530991.52
Cambodia,13/01/1979,3498311.88
Burkina Faso,21/11/1987,331999.8
Lebanon,22/09/1991,2914325.47
Qatar,25/03/2000,472845.42
Armenia,25/08/1952,2711908.92
Austria,05/12/1977,2547183.84
South Korea,21/10/1982,217070.54
Lesotho,03/08/1962,2284112.46
Costa Rica,11/12/1993,1342941.02
Togo,03/07/1987,554377.44
Uzbekistan,23/11/1951,173873.07
South Korea,20/06/1964,1463966.9
Belgium,27/09/1985,4403.76
Australia,30/05/1984,932798.79
Senegal,28/07/1996,2730751.2
Monaco,22/10/1964,384556.32
Sierra Leone,14/08/1992,4561074.84
Ghana,08/04/1960,4366363.05
Jamaica,14/06/1978,509135.52
Denmark,24/07/1956,1085478.24
Burkina Faso,02/06/1983,925645.28
Mozambique,12/08/1972,422695.04
Niger,16/02/1979,345527.91
Azerbaijan,20/11/1989,15599.76
Vietnam,06/07/1995,3680638.92
Ukraine,21/03/1989,6021780.97
Uganda,11/02/1957,3105.74
Croatia,16/07/1965,1708232.61
Benin,03/03/1985,5608121.84
Somalia,19/02/1962,3142236.72
Saudi Arabia,09/10/1959,1569079.6
Morocco,28/06/1963,1587141.25
Trinidad and Tobago,12/12/1966,1473017.7
Luxembourg,07/05/1983,2924584.11
Qatar,12/07/1953,5797722.63
Turkey,19/05/1961,403789.1
Ukraine,20/05/1961,1109104.02
Moldova ,21/11/1958,445673.69
Bosnia and Herzegovina,14/10/1974,1002534.72
Sao Tome and Principe,29/12/1955,1239865.08
Saint Vincent and the Grenadines,01/12/1952,37609.23
Central African Republic,01/08/1977,869668.7
Senegal,13/11/1954,35024.82
Latvia,29/07/1978,57622.08
Russia,15/02/1976,1796037.18
Nicaragua,12/05/1958,41635.68
Belgium,21/04/1974,3478363.2
Bulgaria,27/02/1957,116546.98
Italy,17/08/1975,716199.99
Jamaica,28/08/1980,2174195.6
Indonesia,20/05/1976,4739370.84
Vanuatu,16/08/1956,1401905.04
Liberia,24/11/1960,1878350.24
Nepal,26/11/1959,517222.24
Romania,16/04/1991,1331907.5
Senegal,27/11/1997,2014102.86
Singapore,29/06/1966,182967.2
Netherlands,11/12/1983,3324643.25
Bangladesh,16/07/1982,597396.24
Belarus,04/02/1998,285891.54
Democratic Republic of the Congo,15/07/1957,1505725.41
Maldives,25/06/1981,9413.97
South Korea,30/01/1972,67446.57
Cote d'Ivoire,15/09/1996,103528.32
South Korea,07/11/1986,462056.8
Lithuania,29/11/1957,666099.5
China,21/11/1965,3892779.03
United States of America,12/01/1991,330765.6
Switzerland,15/05/1977,1641995.88
Namibia,03/07/1990,436273.52
Croatia,20/03/1980,1147540.8
Iran,01/09/1988,413043.04
Slovenia,16/06/1992,3338102.46
The Gambia,13/12/1980,4677221.73
Finland,02/11/1988,465723.38
Bhutan,01/08/2000,56129.28
Luxembourg,17/11/1954,39193.7
El Salvador,14/10/1981,1424029.14
Sweden,15/09/1974,3547792.08
Poland,22/12/1977,49840.8
Benin,05/01/1962,2755671.6
Gabon,11/06/1966,439524.16
Libya,22/04/1992,251769.7
Australia,03/03/1999,1407245.34
Botswana,15/07/1955,1058546.26
Panama,21/10/1986,2691658.2
Seychelles ,23/09/1972,375424.4
Mauritania,09/04/1975,3652723.62
Namibia,18/01/1979,856973.76
Saint Kitts and Nevis ,21/11/1974,1119429.99
South Africa,24/04/1986,1308526.08
Greenland,15/01/1991,1573227.81
Mexico,30/05/1998,3025926.56
Iraq,15/04/1969,3576581.04
Saint Lucia,31/10/1963,1745521.24
Spain,03/07/1956,1487655
Pakistan,18/01/1966,980202.4
Benin,20/01/1978,1092695.1
Cuba,31/03/1969,813556.56
Sri Lanka,26/09/1971,519239.52
Albania,25/04/1958,2656219.44
Spain,29/12/1994,3824188.4
Philippines,19/08/1987,864030.72
Guinea,06/06/1955,1504109.76
Singapore,23/11/1955,95042.35
Myanmar,01/11/1969,1393665.72
Dominican Republic,06/10/1968,1231930.92
Sudan,05/11/1979,1365436.6
Taiwan,12/12/1979,3124162.25
Niger,04/09/1990,990732.48
Russia,12/08/1976,2226296.88
Seychelles ,22/11/1962,783218.59
Democratic Republic of the Congo,23/03/1954,456706.25
Afghanistan,21/12/1968,792562.1
Afghanistan,26/01/1965,6057555.42
Sri Lanka,09/03/1987,3269.2
Croatia,14/01/1987,552681.2
Monaco,02/02/1957,1811805.6
China,14/03/1994,1055241
Japan,12/04/1969,511787.32
Cyprus,03/12/1955,361047.05
Philippines,29/01/1961,2360063.6
Sweden,18/06/1990,233709.02
Kazakhstan,26/09/1978,2072765.2
Turkmenistan,25/06/1994,260621.9
Antigua and Barbuda ,28/02/1956,121258
Vanuatu,17/03/1959,2458317.75
Mexico,03/05/1960,4201492
Algeria,08/11/1954,690945.42
Kuwait,27/07/1952,1203362.66
Uganda,10/06/1961,3045202.02
Fiji,10/02/1971,264886.93
Malawi,12/08/1982,489683.68
Monaco,03/05/1967,2870218
Saint Kitts and Nevis ,05/02/1963,782116.96
Jamaica,20/10/1989,103488.16
San Marino,22/05/1955,509244.8
Burkina Faso,27/06/1964,312941.58
Guatemala,02/04/1982,3756930.45
China,30/07/1997,5372890.8
Dominica,17/01/1963,470450.4
Estonia,06/04/1976,6238591.8
Morocco,18/10/1978,368923.75
Greenland,17/11/1972,1074550.24
Canada,10/06/2000,1795349.6
Mali,15/04/1990,41649.12
Senegal,02/11/1985,3969338.8
Belize,25/06/1960,336936.6
Cote d'Ivoire,10/07/1980,494511.78
Sweden,14/12/1961,1314141.78
Nauru,17/01/1995,664383.17
Vatican City,07/12/1961,2238295.04
Costa Rica,19/12/1971,486367.42
Mozambique,21/01/1976,1163461.12
Uganda,01/06/1966,2229.87
Mauritius ,29/09/1973,4367144.45
Serbia,15/10/1953,577973.04
Israel,11/03/1964,1312366
Taiwan,12/07/1970,468871.2
Sao Tome and Principe,10/04/1960,2341.83
Senegal,04/06/1990,68864.82
Tonga,03/02/1994,581787.54
Vanuatu,08/03/1966,3181160.85
China,08/04/1954,1075811
Nepal,15/12/1953,1301344.82
Panama,07/08/1995,245079.25
Nauru,01/05/1957,5240286.87
Ethiopia,24/08/1980,63294.72
Honduras,12/09/1989,472845.42
Greenland,13/02/1958,469784.04
Kosovo,10/12/1977,2327989.02
Moldova ,05/10/1964,46076.8
Mauritius ,30/09/1970,4248272.4
Singapore,08/04/1952,41518.75
Comoros,02/08/1957,536877
San Marino,23/11/1974,94527.2
Taiwan,04/10/1965,1523866.68
Djibouti,29/03/1991,2560680.4
Denmark,02/02/1996,43263.21
Belarus,14/12/1972,2615910.57
Uganda,22/05/1957,20158.6
Niger,30/06/1995,491033.84
Saint Lucia,02/11/1956,1064554.6
Armenia,22/05/1989,3252793.95
El Salvador,11/10/1994,922975.9
Mauritius ,05/03/1997,2801349.6
Laos,13/12/1982,3088037.82
Seychelles ,26/01/1980,432222.05
Grenada,10/09/1978,318892.2
Mongolia,25/08/1964,145481.7
Bangladesh,17/05/1984,376578.88
Malta,08/10/1992,731435.6
Croatia,23/03/1969,5354248.62
Kazakhstan,22/02/1953,261008.4
Sao Tome and Principe,16/03/1993,5569362.18
Ireland,21/10/1963,1232480
Azerbaijan,27/09/1953,3582416.8
Singapore,06/04/1994,1918333.83
India,08/02/1952,44018.94
Uzbekistan,29/06/1961,277963.73
United Kingdom,18/10/1986,68286.27
Angola,22/07/1984,46693.9
Kiribati,24/12/1980,1207212.96
Singapore,05/12/1971,29762.7
Mozambique,06/05/1987,138847.8
Uzbekistan,08/07/1982,1290614.4
Solomon Islands,18/07/1997,263742.71
Burundi,29/01/1981,1129821.42
Portugal,24/09/1969,1870341.6
East Timor,19/04/1951,381118.4
Belize,20/11/1972,3993581.52
Armenia,28/12/1994,586657.94
Sao Tome and Principe,07/11/1975,223613.28
Monaco,25/07/1953,63749.4
Singapore,22/11/1974,226776.32
Bulgaria,16/10/1971,1338544.81
Italy,08/06/1975,698208.4
Maldives,16/08/1987,4239377.1
Vanuatu,01/07/1996,767019.66
Bahrain,27/01/1955,629265.2
Serbia,23/06/1988,2699272.8
Tunisia ,14/01/1953,43562.09
Saint Vincent and the Grenadines,26/12/1986,1271813.13
United Arab Emirates,09/10/1953,591552.66
United States of America,31/07/1960,271287.24
Hungary,12/04/1970,1257437.72
Russia,26/11/1961,3306980.8
Bangladesh,27/10/1987,238947.06
Solomon Islands,02/11/1961,573565.38
Niger,26/01/1982,223442.05
South Africa,21/11/1962,3025373.19
Liberia,19/11/1993,87424
Jordan,19/04/1956,347381.45
South Korea,06/05/1981,3573840.48
Tunisia ,11/04/1977,3963915.27
Japan,09/01/1993,64712.88
Dominican Republic,08/09/1984,1202940.72
Monaco,25/11/1995,54197.97
Brunei,26/01/1996,1482827.5
Algeria,10/09/1985,1084450.4
Costa Rica,27/05/1969,6754.92
Ireland,21/08/1992,642744.27
Belize,11/08/1980,476969.76
Greenland,23/07/1960,472516.8
The Bahamas,07/11/1952,177939.3
Belgium,22/09/1961,975661.98
Czech Republic,30/09/1991,1212910.05
El Salvador,30/06/1965,1070069.76
Marshall Islands,16/11/1963,1893864.21
El Salvador,09/04/1979,3130789.2
Cape Verde,15/03/1970,89249.16
Equatorial Guinea,24/03/1977,313264.9
Turkmenistan,26/06/1974,659941.92
Burundi,05/03/1980,1806251.7
Laos,13/11/1967,961642.52
Greece,16/10/1963,1057159.72
Mexico,05/10/1964,726750.36
New Zealand,03/08/1962,60719.64
Seychelles ,01/01/1983,657346
Swaziland,09/03/1964,2572484.8
Belize,11/01/1968,550006.24
Niger,06/06/1970,1443097.84
San Marino,23/09/1957,1379533.12
Republic of the Congo,14/12/1964,6001064.6
Nicaragua,06/11/1987,147237.35
Comoros,10/10/1960,124965.17
Czech Republic,26/10/1961,6624.58
Syria,24/07/1972,373729.92
Tajikistan,22/04/1959,131442.3
Vanuatu,16/09/1978,1943453.6
Mauritania,06/06/1975,1174782.84
Tanzania,31/12/1971,3648082.83
Norway,20/10/1992,1245419.28
Singapore,20/05/1981,720787.92
Finland,02/07/1966,924051.88
South Korea,27/06/1967,54515.19
India,25/07/1985,3487880.76
Moldova ,12/05/1984,126596.6
Cyprus,02/12/1976,1223082.34
Afghanistan,27/09/1978,683507.99
United Arab Emirates,09/07/1997,650629.1
Italy,31/12/1994,5742444.11
Algeria,09/08/1966,1964713.8
Belize,26/05/1999,124311.33
United States of America,04/11/1955,1125366.68
Ireland,18/11/1972,1203362.66
Tunisia ,16/11/1986,515798.03
Equatorial Guinea,04/06/1970,51326.44
Bosnia and Herzegovina,29/07/1973,4059643.14
Mauritania,07/01/1982,1438502.8
Brunei,22/07/1984,1472052.4
Japan,29/05/1977,152122.26
East Timor,22/11/1952,896094.36
Nepal,23/04/1988,1883455.84
Sao Tome and Principe,24/06/1976,1029417.6
Togo,26/06/1980,5171258.61
Niger,08/01/1981,2040412.4
Nicaragua,21/07/1967,3523625.28
Egypt,26/11/1985,799401.13
Republic of the Congo,06/06/1972,553557.29
Macedonia,02/11/1992,6131377.25
Namibia,22/08/1987,422804.32
Iceland,17/02/1989,1067009.92
Tanzania,06/06/1966,1873829.08
Nepal,05/12/1995,197677.7
Myanmar,20/10/2000,438532.9
South Sudan,21/12/1995,382578.13
Rwanda,21/06/1990,147200.16
Yemen,19/11/1974,814472.04
Mozambique,07/12/1968,91275.39
Maldives,19/11/1971,91853.85
Papua New Guinea,08/05/1954,3372998
Finland,23/01/1978,1944467.76
Montenegro,19/05/1952,205755.68
Ireland,27/02/1986,144999.04
Botswana,03/02/1951,1485154
Djibouti,30/12/1956,147664.4
Finland,04/01/1983,1174245.32
Kuwait,11/08/1977,444723.4
Hungary,14/03/1984,3458297.25
Namibia,30/06/1993,4767438.18
Fiji,14/10/1965,453111.12
Fiji,03/12/1976,812477.93
Portugal,10/12/1964,64302.36
North Korea,20/04/1985,2108184.33
Jamaica,08/10/1984,1080123.52
Tuvalu,23/12/1983,1406177.28
Georgia,14/02/1988,364605.8
Malawi,05/05/2000,219871.36
Mauritius ,01/03/1957,55569.48
Kenya,30/08/1963,1090210
Norway,25/03/1965,730866.64
Serbia,03/12/1980,1473661.77
Australia,12/12/1980,3965404
Chad,04/06/2000,2283142.26
Bahrain,09/11/1990,5173746.34
Sweden,12/04/1971,1213090.56
Finland,06/03/1974,692865.78
Iran,01/07/1992,3998631.2
Tanzania,08/09/1993,1570108.1
Albania,03/12/1964,464500.89
Slovakia,13/11/1985,5001292.8
El Salvador,09/12/1998,3177675.48
North Korea,28/04/1998,641417.04
Kuwait,30/05/1973,73268.49
The Gambia,25/09/1951,1661360
Hungary,06/07/1968,2657709.79
Japan,21/08/1984,570176.06
Burkina Faso,09/08/1966,208387.2
Belize,26/05/1977,76636.62
Zambia,15/06/1952,578888.52
Albania,23/02/1956,41191.92
Tajikistan,10/08/1985,1667918
Cyprus,30/06/1974,951183.72
Haiti,14/08/1988,353721.76
Vietnam,01/07/1979,2323517.28
Kiribati,11/06/1956,556917
Macedonia,10/04/1973,488678.32
Tanzania,03/09/1992,44718.69
Laos,06/12/1959,76580.64
Canada,16/07/1999,420010.47
Albania,18/10/1991,474384.48
Algeria,23/06/1977,1007028
Norway,25/03/2000,4255704.8
Bulgaria,14/06/1991,2400425.84
Armenia,07/12/1962,3290564.13
Malawi,26/04/1954,1972515.09
Cape Verde,02/12/1977,2253837.81
Burkina Faso,05/04/2000,40342.92
Seychelles ,30/08/1969,50836.06
Syria,17/04/1953,2397334.48
Morocco,22/03/1988,43841.67
Kazakhstan,22/11/1990,1115899.05
Luxembourg,11/03/1995,4140393.18
Sudan,27/01/1995,205700
Liechtenstein,07/02/1967,1337058.54
Mauritania,20/11/1970,422913.6
France,04/07/1999,1558383.2
Turkmenistan,18/05/1994,258920.64
Burkina Faso,08/02/1970,627115.23
Italy,25/10/1968,30882.3
Kyrgyzstan,26/06/1968,454950.6
Italy,27/08/1951,308378.24
Montenegro,13/04/1995,61699.29
Iraq,09/03/1959,1291178.9
Papua New Guinea,12/04/1958,1966932.4
Kyrgyzstan,06/10/1973,66553.92
Nepal,17/11/1980,432859.14
Dominican Republic,16/02/1963,3410980.65
San Marino,25/04/1961,4838274.8
Barbados,20/09/1960,291912.4
North Korea,05/09/1983,1465572.78
Indonesia,01/06/1989,442146.88
Tuvalu,07/11/1997,721389.9
Belarus,20/10/1965,174710.9
Republic of the Congo,01/05/1960,3229596.4
Uganda,14/12/1977,1948390.4
Zambia,22/04/1993,766574.13
Benin,29/10/1981,5568693.91
Slovenia,26/02/1981,2542844.08
Honduras,16/10/1968,6466180.52
Saint Lucia,26/01/1973,1539253.1
Maldives,30/04/1967,50549.94
Liberia,04/11/1999,1113548.4
Cuba,08/10/1955,1521375.18
Guatemala,02/11/1984,2543629.6
Kiribati,10/02/1954,11862.5
Cambodia,21/10/1962,69881.64
Kuwait,18/06/1980,463245.64
Kuwait,08/12/1971,325453.14
Trinidad and Tobago,30/01/1958,1242001.2
Costa Rica,21/07/1959,1387618.42
Sierra Leone,13/10/1983,320598.86
Mozambique,16/01/1993,268372.52
Panama,19/07/1954,2867277.63
Sierra Leone,23/06/1994,2341618.08
Bangladesh,19/08/1962,1976581.2
Swaziland,04/12/1994,472459.65
Andorra,17/01/1996,2906306.23
Bulgaria,05/09/1990,86433.12
Brunei,15/09/1977,5406345.42
Malawi,04/12/1990,318892.2
Bangladesh,06/02/1964,156205.4
Belgium,07/01/1954,14918.67
Belgium,07/09/1963,81497.55
Samoa ,01/11/1988,32235.15
Lebanon,26/06/1956,1008168.64
Tunisia ,05/01/1995,276206.45
Yemen,07/10/1990,173025.72
Malawi,26/03/1980,1442463.78
Belarus,02/03/1970,4117549.6
The Bahamas,20/04/1954,1115856.58
Czech Republic,06/01/1970,342152.79
Central African Republic,11/11/1978,3338102.46
Botswana,07/06/1997,4828919.02
Saint Kitts and Nevis ,28/03/1973,179586.66
Sudan,07/10/1977,2004424.38
Laos,14/04/1974,4048379.66
Gabon,06/05/1975,1347878.4
Togo,08/02/1985,1961372.45
Finland,25/01/1963,354941.44
Croatia,02/10/1952,1151136.32
Marshall Islands,21/10/1953,5791861.74
Equatorial Guinea,23/11/1990,371580.95
Sri Lanka,22/08/1987,724854.24
Sao Tome and Principe,30/12/1950,382332.94
Saint Kitts and Nevis ,09/08/1981,695060.3
Belize,24/03/1989,300464.56
Dominican Republic,20/09/1958,5711035.42
Malaysia,19/02/1959,1998795.57
United Arab Emirates,19/03/1969,37767.84
Liberia,24/02/1964,393075.8
Kuwait,20/05/1984,2872892.73
Latvia,13/08/1953,843860.16
Lebanon,04/10/1984,2716760.8
Mauritania,04/07/1957,1140335.76
Czech Republic,29/01/1990,2349852.4
Pakistan,24/12/1991,1829244.8
South Africa,18/10/1998,1324392.64
Kazakhstan,08/02/1984,2124638.04
Kosovo,14/10/1993,406978.65
New Zealand,21/02/1970,1962847.92
Burundi,29/12/1980,1292824.5
Swaziland,28/12/1981,2238548.34
Madagascar,26/10/1970,631445.98
Brunei,15/05/1955,290141.5
Indonesia,24/02/1991,3135576.15
Gabon,03/05/1955,382260.27
Federated States of Micronesia,19/09/1960,18342.78
Liberia,22/12/1966,1807382.4
Estonia,03/09/1998,3967171.32
Kazakhstan,05/03/1972,57790.02
Turkey,16/10/1962,1359265.6
Central African Republic,29/07/1979,2399757.57
Vanuatu,30/12/1954,50643.24
Egypt,13/02/1996,4843048.77
Taiwan,14/12/1990,4536328.86
Uzbekistan,14/02/1983,686123.35
Macedonia,15/07/1976,1673575.2
Canada,25/07/1994,2458346.4
Federated States of Micronesia,04/08/1994,1286709.12
United Kingdom,06/09/1972,2975583.2
Bhutan,19/01/1979,4165641.6
Greenland,19/10/1988,1245729.16
Afghanistan,19/12/1968,2657301.6
Tunisia ,30/11/1955,1744093.26
Egypt,28/08/1974,537220.48
El Salvador,02/08/1973,3424059.24
Tajikistan,20/08/1958,1122504.9
Equatorial Guinea,18/12/1950,868790.52
Bulgaria,25/07/1970,2454006.64
Sri Lanka,26/11/1977,767935.14
Armenia,28/11/1971,16803.33
Italy,13/12/1986,4426274.37
Nigeria,28/04/1979,3905507.6
Slovakia,14/03/1983,1750843.5
Indonesia,02/10/1990,107983.44
El Salvador,10/06/1988,1162728.84
Bahrain,11/08/1963,3453591.54
Uzbekistan,09/10/1965,520582.33
Lesotho,27/05/1961,4320778.35
Kenya,18/12/1984,3883647.6
Cameroon,29/08/2000,1173882
Portugal,30/04/1983,155706.91
Fiji,03/03/1962,877335
Finland,12/10/1981,53765.76
Mauritius ,07/04/1959,1193040.64
Sierra Leone,02/03/1975,5228544.48
Tanzania,04/09/1967,2006378.01
Cape Verde,12/07/1977,1220949.66
New Zealand,30/04/1954,1336316.44
The Gambia,11/11/1994,420644.25
Laos,03/04/1957,2565116.19
Saudi Arabia,12/06/1984,591489.78
Ukraine,16/05/1988,513804.69
United States of America,16/12/1959,3656942.52
Seychelles ,06/10/1972,928708.64
Iceland,18/06/1990,273169.6
Togo,25/05/1971,768262
Saint Kitts and Nevis ,23/08/1978,388468.68
Burundi,07/06/1999,4876911.69
United Kingdom,20/09/1987,1230169.1
Ukraine,14/09/1954,1512869.2
Montenegro,04/05/1980,1483432.08
Marshall Islands,04/06/1990,38244.7
Malaysia,12/11/1971,4468053.22
Ghana,17/01/1961,4919803.74
France,18/07/1980,35220.75
Japan,10/03/1989,5948271.27
Netherlands,16/08/1971,1199239.6
Kyrgyzstan,27/10/1960,1119479.46
Kenya,13/01/1976,267320.16
Ireland,26/03/1987,336230.7
Indonesia,25/06/1956,301967.6
Malawi,26/03/1990,2212232
Uzbekistan,26/02/1978,239812.3
Ireland,05/07/1993,102838.92
United Arab Emirates,04/01/1975,5462438.98
Liechtenstein,29/06/1970,891219.78
Namibia,13/01/1988,982645.76
Monaco,03/01/1965,3325979.79
Ukraine,05/08/1962,1681186.1
Yemen,11/05/1983,1274868.32
Turkey,29/12/1998,725844.13
Nauru,01/02/2000,580058.24
Oman,19/12/1959,554047.67
Madagascar,28/04/1975,371580.95
Namibia,31/07/1993,13500.48
Finland,04/06/1997,1435580.3
Ghana,18/12/1952,6058206.63
Latvia,13/04/1963,1056191.2
Nauru,26/06/1968,368069.65
Brunei,14/02/1979,1090827.1
